period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-08-24,SCE,Southern California Edison,CISO,California Independent System Operator,Central,387259,megawatthours
2025-08-24,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,386847,megawatthours
2025-08-24,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,387493,megawatthours
2025-08-24,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,387543,megawatthours
2025-08-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,66450,megawatthours
2025-08-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,66616,megawatthours
2025-08-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,66680,megawatthours
2025-08-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,66544,megawatthours
2025-08-24,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,66450,megawatthours
2025-08-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2907,megawatthours
2025-08-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2906,megawatthours
2025-08-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2907,megawatthours
2025-08-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2906,megawatthours
2025-08-24,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2907,megawatthours
2025-08-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,315638,megawatthours
2025-08-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,318274,megawatthours
2025-08-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,319864,megawatthours
2025-08-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,316911,megawatthours
2025-08-23,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,315638,megawatthours
2025-08-23,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,388325,megawatthours
2025-08-23,SCE,Southern California Edison,CISO,California Independent System Operator,Central,391526,megawatthours
2025-08-23,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,393227,megawatthours
2025-08-23,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,389869,megawatthours
2025-08-23,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,388325,megawatthours
2025-08-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,69671,megawatthours
2025-08-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,69659,megawatthours
2025-08-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,69609,megawatthours
2025-08-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,69673,megawatthours
2025-08-23,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,69671,megawatthours
2025-08-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2838,megawatthours
2025-08-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2850,megawatthours
2025-08-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2855,megawatthours
2025-08-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2844,megawatthours
2025-08-23,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2838,megawatthours
2025-08-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,336914,megawatthours
2025-08-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,337615,megawatthours
2025-08-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,338241,megawatthours
2025-08-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,337162,megawatthours
2025-08-22,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,336914,megawatthours
2025-08-22,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,434278,megawatthours
2025-08-22,SCE,Southern California Edison,CISO,California Independent System Operator,Central,434813,megawatthours
2025-08-22,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,435442,megawatthours
2025-08-22,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,434389,megawatthours
2025-08-22,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,434278,megawatthours
2025-08-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,70537,megawatthours
2025-08-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,70897,megawatthours
2025-08-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,71058,megawatthours
2025-08-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,70771,megawatthours
2025-08-22,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,70537,megawatthours
2025-08-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2800,megawatthours
2025-08-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2804,megawatthours
2025-08-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2810,megawatthours
2025-08-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2801,megawatthours
2025-08-22,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2800,megawatthours
2025-08-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,344435,megawatthours
2025-08-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,342824,megawatthours
2025-08-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,341828,megawatthours
2025-08-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,343640,megawatthours
2025-08-21,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,344435,megawatthours
2025-08-21,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,418628,megawatthours
2025-08-21,SCE,Southern California Edison,CISO,California Independent System Operator,Central,415827,megawatthours
2025-08-21,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,414388,megawatthours
2025-08-21,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,417302,megawatthours
2025-08-21,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,418628,megawatthours
2025-08-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,68879,megawatthours
2025-08-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,68210,megawatthours
2025-08-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,68070,megawatthours
2025-08-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,68461,megawatthours
2025-08-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,68879,megawatthours
2025-08-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2710,megawatthours
2025-08-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2694,megawatthours
2025-08-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2686,megawatthours
2025-08-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2701,megawatthours
2025-08-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2710,megawatthours
2025-08-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,321392,megawatthours
2025-08-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,319277,megawatthours
2025-08-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,317899,megawatthours
2025-08-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,320427,megawatthours
2025-08-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,321392,megawatthours
2025-08-20,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,392950,megawatthours
2025-08-20,SCE,Southern California Edison,CISO,California Independent System Operator,Central,391303,megawatthours
2025-08-20,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,390147,megawatthours
2025-08-20,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,392186,megawatthours
2025-08-20,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,392950,megawatthours
2025-08-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,64276,megawatthours
2025-08-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,64124,megawatthours
2025-08-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,63872,megawatthours
2025-08-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,64213,megawatthours
2025-08-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,64276,megawatthours
2025-08-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2930,megawatthours
2025-08-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2928,megawatthours
2025-08-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2928,megawatthours
2025-08-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2929,megawatthours
2025-08-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2930,megawatthours
2025-08-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,298649,megawatthours
2025-08-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,296828,megawatthours
2025-08-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,295948,megawatthours
2025-08-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,297794,megawatthours
2025-08-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,298649,megawatthours
2025-08-19,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,374859,megawatthours
2025-08-19,SCE,Southern California Edison,CISO,California Independent System Operator,Central,373459,megawatthours
2025-08-19,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,372736,megawatthours
2025-08-19,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,374228,megawatthours
2025-08-19,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,374859,megawatthours
2025-08-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,59611,megawatthours
